"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order"
"29","query_1",TRUE,0.000477422386739287,1971,310,58,0.187096774193548,0.0294266869609335,"GO:0071310","GO:BP","cellular response to organic substance",21031,17066
"30","query_1",TRUE,0.000531430806973431,1256,249,37,0.14859437751004,0.0294585987261147,"GO:0006811","GO:BP","monoatomic ion transport",21031,2520
"31","query_1",TRUE,0.000610795194440163,609,306,27,0.0882352941176471,0.0443349753694581,"GO:0071396","GO:BP","cellular response to lipid",21031,17148
"32","query_1",TRUE,0.00075277807101018,808,249,28,0.112449799196787,0.0346534653465347,"GO:0098662","GO:BP","inorganic cation transmembrane transport",21031,19360
"33","query_1",TRUE,0.00076045851291383,1791,256,47,0.18359375,0.0262423227247348,"GO:0006952","GO:BP","defense response",21031,2614
"34","query_1",TRUE,0.000854168893809199,12287,313,225,0.718849840255591,0.0183120371123952,"GO:0050789","GO:BP","regulation of biological process",21031,13687
"35","query_1",TRUE,0.000896244872618528,82,121,7,0.0578512396694215,0.0853658536585366,"GO:0019233","GO:BP","sensory perception of pain",21031,5797
"36","query_1",TRUE,0.000952904903733966,1432,310,46,0.148387096774194,0.032122905027933,"GO:0071495","GO:BP","cellular response to endogenous stimulus",21031,17229
"37","query_1",TRUE,0.00096166279525374,3957,313,95,0.303514376996805,0.0240080869345464,"GO:0042221","GO:BP","response to chemical",21031,10394
"38","query_1",TRUE,0.000964301123211247,1704,304,51,0.167763157894737,0.0299295774647887,"GO:0007267","GO:BP","cell-cell signaling",21031,2828
"39","query_1",TRUE,0.000983808873415765,2683,310,71,0.229032258064516,0.0264629146477823,"GO:0070887","GO:BP","cellular response to chemical stimulus",21031,16854
"40","query_1",TRUE,0.00100846866413404,542,209,20,0.0956937799043062,0.03690036900369,"GO:0044057","GO:BP","regulation of system process",21031,11253
"41","query_1",TRUE,0.00110028116515122,1534,203,36,0.177339901477833,0.0234680573663625,"GO:0055085","GO:BP","transmembrane transport",21031,14701
"42","query_1",TRUE,0.00113498709268248,829,307,32,0.104234527687296,0.0386007237635706,"GO:0006954","GO:BP","inflammatory response",21031,2616
"43","query_1",TRUE,0.00128526275444162,830,249,28,0.112449799196787,0.0337349397590361,"GO:0098655","GO:BP","monoatomic cation transmembrane transport",21031,19353
"44","query_1",TRUE,0.00129934828937172,342,121,12,0.0991735537190083,0.0350877192982456,"GO:0070588","GO:BP","calcium ion transmembrane transport",21031,16689
"45","query_1",TRUE,0.00135846964678031,1988,302,56,0.185430463576159,0.028169014084507,"GO:0006955","GO:BP","immune response",21031,2617
"46","query_1",TRUE,0.0014878015980339,1130,311,39,0.12540192926045,0.0345132743362832,"GO:0072359","GO:BP","circulatory system development",21031,17886
"47","query_1",TRUE,0.00171864094411791,144,294,12,0.0408163265306122,0.0833333333333333,"GO:0001508","GO:BP","action potential",21031,328
"48","query_1",TRUE,0.00260211494332774,2776,302,70,0.231788079470199,0.0252161383285303,"GO:0002376","GO:BP","immune system process",21031,913
"49","query_1",TRUE,0.00282223708068643,18,242,5,0.0206611570247934,0.277777777777778,"GO:0002921","GO:BP","negative regulation of humoral immune response",21031,1438
"50","query_1",TRUE,0.00288012389766645,126,234,10,0.0427350427350427,0.0793650793650794,"GO:0098659","GO:BP","inorganic cation import across plasma membrane",21031,19357
"51","query_1",TRUE,0.00288012389766645,126,234,10,0.0427350427350427,0.0793650793650794,"GO:0099587","GO:BP","inorganic ion import across plasma membrane",21031,19703
"52","query_1",TRUE,0.00299040704370897,167,102,8,0.0784313725490196,0.0479041916167665,"GO:0050905","GO:BP","neuromuscular process",21031,13782
"53","query_1",TRUE,0.00316682512321268,3039,310,76,0.245161290322581,0.02500822639026,"GO:0048513","GO:BP","animal organ development",21031,13223
"54","query_1",TRUE,0.00324419024522634,436,304,21,0.0690789473684211,0.0481651376146789,"GO:0006816","GO:BP","calcium ion transport",21031,2524
"55","query_1",TRUE,0.00351116532001412,3855,257,78,0.303501945525292,0.0202334630350195,"GO:0006950","GO:BP","response to stress",21031,2613
"56","query_1",TRUE,0.00360658131951602,606,297,25,0.0841750841750842,0.0412541254125413,"GO:0055080","GO:BP","monoatomic cation homeostasis",21031,14698
"57","query_1",TRUE,0.003828234018703,759,287,28,0.0975609756097561,0.0368906455862978,"GO:0034330","GO:BP","cell junction organization",21031,8863
"58","query_1",TRUE,0.0038326953314772,529,120,14,0.116666666666667,0.0264650283553875,"GO:0030003","GO:BP","intracellular monoatomic cation homeostasis",21031,6885
"59","query_1",TRUE,0.00400009255900304,507,310,23,0.0741935483870968,0.0453648915187377,"GO:0008015","GO:BP","blood circulation",21031,3130
"60","query_1",TRUE,0.00403757799027902,905,313,33,0.105431309904153,0.0364640883977901,"GO:0014070","GO:BP","response to organic cyclic compound",21031,4693
"61","query_1",TRUE,0.00406900181152817,197,121,9,0.0743801652892562,0.0456852791878173,"GO:0097553","GO:BP","calcium ion transmembrane import into cytosol",21031,19242
"62","query_1",TRUE,0.00466355412011692,538,120,14,0.116666666666667,0.0260223048327138,"GO:0006873","GO:BP","intracellular monoatomic ion homeostasis",21031,2560
"63","query_1",TRUE,0.00482312598271939,616,297,25,0.0841750841750842,0.0405844155844156,"GO:0050801","GO:BP","monoatomic ion homeostasis",21031,13696
"64","query_1",TRUE,0.0065163075814502,21,242,5,0.0206611570247934,0.238095238095238,"GO:0030449","GO:BP","regulation of complement activation",21031,7044
"65","query_1",TRUE,0.0071263168996943,1179,306,38,0.124183006535948,0.0322307039864292,"GO:1901701","GO:BP","cellular response to oxygen-containing compound",21031,22188
"66","query_1",TRUE,0.0073113526004283,874,273,29,0.106227106227106,0.0331807780320366,"GO:0009725","GO:BP","response to hormone",21031,3660
"67","query_1",TRUE,0.00749476102104817,354,301,18,0.0598006644518272,0.0508474576271186,"GO:0002237","GO:BP","response to molecule of bacterial origin",21031,777
"68","query_1",TRUE,0.00823089662401893,1548,301,45,0.149501661129568,0.0290697674418605,"GO:0051707","GO:BP","response to other organism",21031,14359
"69","query_1",TRUE,0.00829587162959043,237,244,13,0.0532786885245902,0.0548523206751055,"GO:0006813","GO:BP","potassium ion transport",21031,2522
"70","query_1",TRUE,0.00837152969120224,254,264,14,0.053030303030303,0.0551181102362205,"GO:0006959","GO:BP","humoral immune response",21031,2621
"71","query_1",TRUE,0.00849324577731696,396,299,19,0.0635451505016722,0.047979797979798,"GO:0050900","GO:BP","leukocyte migration",21031,13777
"72","query_1",TRUE,0.0086551808841558,1551,301,45,0.149501661129568,0.0290135396518375,"GO:0043207","GO:BP","response to external biotic stimulus",21031,10929
"73","query_1",TRUE,0.00887564985928929,1496,312,45,0.144230769230769,0.0300802139037433,"GO:0016477","GO:BP","cell migration",21031,5292
"74","query_1",TRUE,0.00906326342104986,4350,304,96,0.31578947368421,0.0220689655172414,"GO:0006810","GO:BP","transport",21031,2519
"75","query_1",TRUE,0.0092837133150632,11738,311,212,0.681672025723473,0.018060998466519,"GO:0050794","GO:BP","regulation of cellular process",21031,13691
"76","query_1",TRUE,0.00969515421336738,11,239,4,0.0167364016736402,0.363636363636364,"GO:0002924","GO:BP","negative regulation of humoral immune response mediated by circulating immunoglobulin",21031,1441
"77","query_1",TRUE,0.0106154586255641,1033,249,30,0.120481927710843,0.0290416263310745,"GO:0006812","GO:BP","monoatomic cation transport",21031,2521
"78","query_1",TRUE,0.0112789068881479,1091,311,36,0.115755627009646,0.0329972502291476,"GO:0035295","GO:BP","tube development",21031,9257
"79","query_1",TRUE,0.0122287853103525,872,311,31,0.0996784565916399,0.0355504587155963,"GO:0035239","GO:BP","tube morphogenesis",21031,9225
"80","query_1",TRUE,0.0128203939232412,33,302,6,0.0198675496688742,0.181818181818182,"GO:0048566","GO:BP","embryonic digestive tract development",21031,13263
"81","query_1",TRUE,0.0141551617328156,212,244,12,0.0491803278688525,0.0566037735849057,"GO:0071805","GO:BP","potassium ion transmembrane transport",21031,17424
"82","query_1",TRUE,0.0144891485042351,201,258,12,0.0465116279069767,0.0597014925373134,"GO:0098739","GO:BP","import across plasma membrane",21031,19409
"83","query_1",TRUE,0.0149078418915712,1234,302,38,0.125827814569536,0.0307941653160454,"GO:0040011","GO:BP","locomotion",21031,10240
"84","query_1",TRUE,0.0153585682947142,1586,301,45,0.149501661129568,0.0283732660781841,"GO:0009607","GO:BP","response to biotic stimulus",21031,3572
"85","query_1",TRUE,0.015477317393668,205,299,13,0.0434782608695652,0.0634146341463415,"GO:0071674","GO:BP","mononuclear cell migration",21031,17349
"86","query_1",TRUE,0.0162763250948252,592,310,24,0.0774193548387097,0.0405405405405405,"GO:0003013","GO:BP","circulatory system process",21031,1471
"87","query_1",TRUE,0.0167238725080411,310,70,8,0.114285714285714,0.0258064516129032,"GO:0006874","GO:BP","intracellular calcium ion homeostasis",21031,2561
"88","query_1",TRUE,0.0179897327342291,539,297,22,0.0740740740740741,0.0408163265306122,"GO:0098771","GO:BP","inorganic ion homeostasis",21031,19429
"89","query_1",TRUE,0.018093356506483,3939,313,90,0.287539936102236,0.0228484386900229,"GO:0048583","GO:BP","regulation of response to stimulus",21031,13279
"90","query_1",TRUE,0.0190226647457902,1110,313,36,0.115015974440895,0.0324324324324324,"GO:0051241","GO:BP","negative regulation of multicellular organismal process",21031,14039
"91","query_1",TRUE,0.0230447082822788,485,286,20,0.0699300699300699,0.0412371134020619,"GO:0050808","GO:BP","synapse organization",21031,13703
"92","query_1",TRUE,0.0234735531311001,45,242,6,0.0247933884297521,0.133333333333333,"GO:0002920","GO:BP","regulation of humoral immune response",21031,1437
"93","query_1",TRUE,0.0235084049798805,2258,135,32,0.237037037037037,0.0141718334809566,"GO:0003008","GO:BP","system process",21031,1466
"94","query_1",TRUE,0.0251292292876541,242,68,7,0.102941176470588,0.0289256198347107,"GO:0042445","GO:BP","hormone metabolic process",21031,10531
"95","query_1",TRUE,0.0257610405051788,1512,302,43,0.142384105960265,0.0284391534391534,"GO:0002682","GO:BP","regulation of immune system process",21031,1207
"96","query_1",TRUE,0.0278376085789427,163,285,11,0.0385964912280702,0.0674846625766871,"GO:0050731","GO:BP","positive regulation of peptidyl-tyrosine phosphorylation",21031,13659
"97","query_1",TRUE,0.0286984928961453,334,70,8,0.114285714285714,0.0239520958083832,"GO:0055074","GO:BP","calcium ion homeostasis",21031,14695
"98","query_1",TRUE,0.0300686008871979,14,242,4,0.0165289256198347,0.285714285714286,"GO:0045916","GO:BP","negative regulation of complement activation",21031,12108
"99","query_1",TRUE,0.0318265419663258,230,285,13,0.0456140350877193,0.0565217391304348,"GO:0002685","GO:BP","regulation of leukocyte migration",21031,1210
"100","query_1",TRUE,0.033197019143361,728,120,15,0.125,0.0206043956043956,"GO:0055082","GO:BP","intracellular chemical homeostasis",21031,14700
"101","query_1",TRUE,0.0417363215987101,625,311,24,0.0771704180064309,0.0384,"GO:0048514","GO:BP","blood vessel morphogenesis",21031,13224
"102","query_1",TRUE,0.0417825984358036,752,311,27,0.0868167202572347,0.0359042553191489,"GO:0001944","GO:BP","vasculature development",21031,560
"103","query_1",TRUE,0.0425996682896036,29,121,4,0.0330578512396694,0.137931034482759,"GO:0062149","GO:BP","detection of stimulus involved in sensory perception of pain",21031,16335
"104","query_1",TRUE,0.0445142968094473,60,301,7,0.0232558139534884,0.116666666666667,"GO:0032731","GO:BP","positive regulation of interleukin-1 beta production",21031,8052
"105","query_1",TRUE,0.0459075503914282,1281,207,29,0.140096618357488,0.0226385636221702,"GO:0007186","GO:BP","G protein-coupled receptor signaling pathway",21031,2775
"106","query_1",TRUE,0.0489354773380758,30,121,4,0.0330578512396694,0.133333333333333,"GO:0050951","GO:BP","sensory perception of temperature stimulus",21031,13828
"107","query_1",TRUE,1.3552204395988e-25,6228,300,175,0.583333333333333,0.0280989081567116,"GO:0071944","GO:CC","cell periphery",22097,2793
"108","query_1",TRUE,2.57077279048824e-23,5742,300,163,0.543333333333333,0.0283873214907698,"GO:0005886","GO:CC","plasma membrane",22097,422
"109","query_1",TRUE,2.38426725996498e-13,9864,301,203,0.674418604651163,0.0205798864557989,"GO:0016020","GO:CC","membrane",22097,720
"110","query_1",TRUE,8.98552980189636e-08,4213,286,99,0.346153846153846,0.0234986945169713,"GO:0005576","GO:CC","extracellular region",22097,198
"111","query_1",TRUE,2.18534358952171e-06,346,238,19,0.0798319327731092,0.0549132947976879,"GO:0034702","GO:CC","monoatomic ion channel complex",22097,1536
"112","query_1",TRUE,2.22832346340419e-06,903,300,36,0.12,0.0398671096345515,"GO:0009986","GO:CC","cell surface",22097,661
"113","query_1",TRUE,1.63353472527382e-05,445,189,18,0.0952380952380952,0.0404494382022472,"GO:1902495","GO:CC","transmembrane transporter complex",22097,3636
"114","query_1",TRUE,3.93832431605353e-05,472,189,18,0.0952380952380952,0.038135593220339,"GO:1990351","GO:CC","transporter complex",22097,3883
"115","query_1",TRUE,7.57684322081529e-05,718,190,22,0.115789473684211,0.0306406685236769,"GO:0098797","GO:CC","plasma membrane protein complex",22097,3259
"116","query_1",TRUE,0.000297381291836452,4777,169,64,0.378698224852071,0.0133975298304375,"GO:0012505","GO:CC","endomembrane system",22097,687
"117","query_1",TRUE,0.000508133781659608,207,189,11,0.0582010582010582,0.0531400966183575,"GO:0034703","GO:CC","cation channel complex",22097,1537
"118","query_1",TRUE,0.000570257335775274,25,189,5,0.0264550264550265,0.2,"GO:0034706","GO:CC","sodium channel complex",22097,1540
"119","query_1",TRUE,0.000637734764740111,113,166,8,0.0481927710843374,0.0707964601769911,"GO:0044853","GO:CC","plasma membrane raft",22097,2122
"120","query_1",TRUE,0.000905480059250174,14,170,4,0.0235294117647059,0.285714285714286,"GO:0001518","GO:CC","voltage-gated sodium channel complex",22097,141
"121","query_1",TRUE,0.00112677778345205,1226,298,37,0.124161073825503,0.0301794453507341,"GO:0030659","GO:CC","cytoplasmic vesicle membrane",22097,948
"122","query_1",TRUE,0.00141391843458156,57,170,6,0.0352941176470588,0.105263157894737,"GO:0005891","GO:CC","voltage-gated calcium channel complex",22097,425
"123","query_1",TRUE,0.00145826429878675,1240,298,37,0.124161073825503,0.0298387096774194,"GO:0012506","GO:CC","vesicle membrane",22097,688
"124","query_1",TRUE,0.002151441056778,1266,297,37,0.124579124579125,0.0292259083728278,"GO:0098590","GO:CC","plasma membrane region",22097,3217
"125","query_1",TRUE,0.00246180797176706,1069,298,33,0.110738255033557,0.0308699719363891,"GO:0099503","GO:CC","secretory vesicle",22097,3364
"126","query_1",TRUE,0.00267399981014674,2230,293,54,0.184300341296928,0.0242152466367713,"GO:0030054","GO:CC","cell junction",22097,868
"127","query_1",TRUE,0.00274055233159223,1401,190,29,0.152631578947368,0.0206995003568879,"GO:0098796","GO:CC","membrane protein complex",22097,3258
"128","query_1",TRUE,0.0046066861249021,84,294,8,0.0272108843537415,0.0952380952380952,"GO:0034704","GO:CC","calcium channel complex",22097,1538
"129","query_1",TRUE,0.00546923146307676,721,300,25,0.0833333333333333,0.0346740638002774,"GO:0098552","GO:CC","side of membrane",22097,3188
"130","query_1",TRUE,0.00664580638694043,3303,264,65,0.246212121212121,0.0196790796245837,"GO:0005615","GO:CC","extracellular space",22097,232
"131","query_1",TRUE,0.00712490837060398,2513,212,45,0.212264150943396,0.0179068842021488,"GO:0031410","GO:CC","cytoplasmic vesicle",22097,1106
"132","query_1",TRUE,0.00748443912181427,2518,212,45,0.212264150943396,0.0178713264495631,"GO:0097708","GO:CC","intracellular vesicle",22097,3137
"133","query_1",TRUE,0.00800577684008734,316,298,15,0.0503355704697987,0.0474683544303797,"GO:0030667","GO:CC","secretory granule membrane",22097,955
"134","query_1",TRUE,0.00869024714113562,122,286,9,0.0314685314685315,0.0737704918032787,"GO:0099634","GO:CC","postsynaptic specialization membrane",22097,3381
"135","query_1",TRUE,0.0127291530320609,278,102,8,0.0784313725490196,0.0287769784172662,"GO:0045211","GO:CC","postsynaptic membrane",22097,2141
"136","query_1",TRUE,0.0197415829410538,21,85,3,0.0352941176470588,0.142857142857143,"GO:0043194","GO:CC","axon initial segment",22097,1864
"137","query_1",TRUE,0.0217599744253141,399,288,16,0.0555555555555556,0.0401002506265664,"GO:0097060","GO:CC","synaptic membrane",22097,2899
"138","query_1",TRUE,0.0218618862058041,896,144,17,0.118055555555556,0.0189732142857143,"GO:0030141","GO:CC","secretory granule",22097,916
"139","query_1",TRUE,0.0229661883398666,60,163,5,0.0306748466257669,0.0833333333333333,"GO:0101003","GO:CC","ficolin-1-rich granule membrane",22097,3384
"140","query_1",TRUE,0.0310790205307944,84,286,7,0.0244755244755245,0.0833333333333333,"GO:0098982","GO:CC","GABA-ergic synapse",22097,3320
"141","query_1",TRUE,0.0327136210722493,4004,298,80,0.268456375838926,0.01998001998002,"GO:0031982","GO:CC","vesicle",22097,1228
"142","query_1",TRUE,0.0329356423039366,519,119,11,0.092436974789916,0.0211946050096339,"GO:0005911","GO:CC","cell-cell junction",22097,439
"143","query_1",TRUE,0.0370170434639542,1468,293,37,0.126279863481229,0.0252043596730245,"GO:0045202","GO:CC","synapse",22097,2140
"144","query_1",TRUE,0.03800483098795,848,288,25,0.0868055555555556,0.0294811320754717,"GO:0036477","GO:CC","somatodendritic compartment",22097,1720
"145","query_1",TRUE,0.0385557473834572,289,180,10,0.0555555555555556,0.0346020761245675,"GO:0045121","GO:CC","membrane raft",22097,2130
"146","query_1",TRUE,0.0396555016421766,290,180,10,0.0555555555555556,0.0344827586206897,"GO:0098857","GO:CC","membrane microdomain",22097,3289
"147","query_1",TRUE,0.041391333732676,69,85,4,0.0470588235294118,0.0579710144927536,"GO:0044304","GO:CC","main axon",22097,2057
"148","query_1",TRUE,0.0438343139983045,424,288,16,0.0555555555555556,0.0377358490566038,"GO:0098978","GO:CC","glutamatergic synapse",22097,3316
"149","query_1",TRUE,3.54032168638974e-09,507,170,24,0.141176470588235,0.0473372781065089,"GO:0015267","GO:MF","channel activity",20212,2444
"150","query_1",TRUE,3.68963897024444e-09,508,170,24,0.141176470588235,0.047244094488189,"GO:0022803","GO:MF","passive transmembrane transporter activity",20212,3765
"151","query_1",TRUE,5.70017112372303e-09,555,299,33,0.110367892976589,0.0594594594594595,"GO:0030545","GO:MF","signaling receptor regulator activity",20212,3937
"152","query_1",TRUE,5.18068810423951e-08,444,238,25,0.105042016806723,0.0563063063063063,"GO:0005216","GO:MF","monoatomic ion channel activity",20212,1355
"153","query_1",TRUE,7.7763578694042e-08,513,299,30,0.100334448160535,0.0584795321637427,"GO:0048018","GO:MF","receptor ligand activity",20212,7244
"154","query_1",TRUE,1.00752647751595e-07,1501,288,54,0.1875,0.0359760159893404,"GO:0005102","GO:MF","signaling receptor binding",20212,1277
"155","query_1",TRUE,1.02886230008055e-07,519,299,30,0.100334448160535,0.0578034682080925,"GO:0030546","GO:MF","signaling receptor activator activity",20212,3938
"156","query_1",TRUE,2.27245148914264e-07,315,203,19,0.0935960591133005,0.0603174603174603,"GO:0022836","GO:MF","gated channel activity",20212,3778
"157","query_1",TRUE,1.3787191445421e-06,336,189,18,0.0952380952380952,0.0535714285714286,"GO:0005261","GO:MF","monoatomic cation channel activity",20212,1384
"158","query_1",TRUE,2.22026381620605e-06,127,121,10,0.0826446280991736,0.078740157480315,"GO:0005262","GO:MF","calcium channel activity",20212,1385
"159","query_1",TRUE,2.988306207543e-06,445,267,24,0.0898876404494382,0.0539325842696629,"GO:0046873","GO:MF","metal ion transmembrane transporter activity",20212,6230
"160","query_1",TRUE,6.39171513157788e-06,1491,298,51,0.171140939597315,0.03420523138833,"GO:0038023","GO:MF","signaling receptor activity",20212,5506
"161","query_1",TRUE,6.39171513157788e-06,1491,298,51,0.171140939597315,0.03420523138833,"GO:0060089","GO:MF","molecular transducer activity",20212,8381
"162","query_1",TRUE,6.72189785208829e-06,11,163,5,0.0306748466257669,0.454545454545455,"GO:0004875","GO:MF","complement receptor activity",20212,1139
"163","query_1",TRUE,7.9972790553709e-06,145,121,10,0.0826446280991736,0.0689655172413793,"GO:0015085","GO:MF","calcium ion transmembrane transporter activity",20212,2302
"164","query_1",TRUE,9.1451320309187e-06,162,299,15,0.0501672240802676,0.0925925925925926,"GO:0008083","GO:MF","growth factor activity",20212,1541
"165","query_1",TRUE,1.59149212367941e-05,692,189,24,0.126984126984127,0.0346820809248555,"GO:0015318","GO:MF","inorganic molecular entity transmembrane transporter activity",20212,2474
"166","query_1",TRUE,1.71070557994119e-05,727,267,30,0.112359550561798,0.0412654745529574,"GO:0015075","GO:MF","monoatomic ion transmembrane transporter activity",20212,2296
"167","query_1",TRUE,7.97701380027331e-05,88,256,10,0.0390625,0.113636363636364,"GO:0038024","GO:MF","cargo receptor activity",20212,5507
"168","query_1",TRUE,9.84112555486712e-05,1127,189,30,0.158730158730159,0.0266193433895297,"GO:0022857","GO:MF","transmembrane transporter activity",20212,3792
"169","query_1",TRUE,0.000194937800327956,569,189,20,0.105820105820106,0.0351493848857645,"GO:0022890","GO:MF","inorganic cation transmembrane transporter activity",20212,3812
"170","query_1",TRUE,0.000207393041701586,183,170,11,0.0647058823529412,0.0601092896174863,"GO:0005244","GO:MF","voltage-gated monoatomic ion channel activity",20212,1372
"171","query_1",TRUE,0.000215462364109251,247,249,15,0.0602409638554217,0.0607287449392713,"GO:0005539","GO:MF","glycosaminoglycan binding",20212,1507
"172","query_1",TRUE,0.000243919229498225,186,170,11,0.0647058823529412,0.0591397849462366,"GO:0022832","GO:MF","voltage-gated channel activity",20212,3775
"173","query_1",TRUE,0.000342956091904339,171,233,12,0.0515021459227468,0.0701754385964912,"GO:0015276","GO:MF","ligand-gated monoatomic ion channel activity",20212,2450
"174","query_1",TRUE,0.000364967768879266,172,233,12,0.0515021459227468,0.0697674418604651,"GO:0022834","GO:MF","ligand-gated channel activity",20212,3776
"175","query_1",TRUE,0.000390740557625762,156,170,10,0.0588235294117647,0.0641025641025641,"GO:0022843","GO:MF","voltage-gated monoatomic cation channel activity",20212,3783
"176","query_1",TRUE,0.000439007220424801,22,170,5,0.0294117647058824,0.227272727272727,"GO:0005248","GO:MF","voltage-gated sodium channel activity",20212,1376
"177","query_1",TRUE,0.000546776776819332,608,189,20,0.105820105820106,0.0328947368421053,"GO:0008324","GO:MF","monoatomic cation transmembrane transporter activity",20212,1657
"178","query_1",TRUE,0.000623205904824795,4,10,2,0.2,0.5,"GO:0004035","GO:MF","alkaline phosphatase activity",20212,529
"179","query_1",TRUE,0.000714937284731864,1239,189,30,0.158730158730159,0.0242130750605327,"GO:0005215","GO:MF","transporter activity",20212,1354
"180","query_1",TRUE,0.000737971059515431,238,285,15,0.0526315789473684,0.0630252100840336,"GO:0005125","GO:MF","cytokine activity",20212,1293
"181","query_1",TRUE,0.00133174801853746,43,189,6,0.0317460317460317,0.13953488372093,"GO:0005272","GO:MF","sodium channel activity",20212,1387
"182","query_1",TRUE,0.00252963233938929,53,170,6,0.0352941176470588,0.113207547169811,"GO:0005245","GO:MF","voltage-gated calcium channel activity",20212,1373
"183","query_1",TRUE,0.00632471265049843,24,267,5,0.0187265917602996,0.208333333333333,"GO:0008331","GO:MF","high voltage-gated calcium channel activity",20212,1660
"184","query_1",TRUE,0.00763857552920503,1269,292,38,0.13013698630137,0.0299448384554768,"GO:0004888","GO:MF","transmembrane signaling receptor activity",20212,1145
"185","query_1",TRUE,0.00823662074162816,27,118,4,0.0338983050847458,0.148148148148148,"GO:0099604","GO:MF","ligand-gated calcium channel activity",20212,9237
