"","ensembl","tissue_r5_TMM","nCPM_5_TMM","nCPM_liver_TMM","nCPM_ratio_TMM","tissue_r5_DESq","nCPM_5_DESq","nCPM_liver_DESq","nCPM_ratio_DESq"
"47","ENSG00000165757.8","male_brain",38.8300452222981,5.82193685977798,6.66960947147388,"male_heart",47.3817584041529,4.36860225212422,10.845976738009
"48","ENSG00000165633.12","male_brain",8.94611647697307,2.0430272356186,4.37885326294454,"male_brain",11.5394260480364,1.55148764193392,7.43765257044044
"49","ENSG00000185532.16","male_brain",17.1221690727554,2.86174858866966,5.98311435901327,"male_brain",22.1845531111087,2.16255192789134,10.2585065472811
"50","ENSG00000138316.10","male_brain",4.10424168547758,1.11760524967973,3.67235362097102,"male_brain",4.8000596440956,0.854524688214516,5.6172275772688
"51","ENSG00000122863.5","male_brain",18.8212041608729,3.15725291191135,5.96125957786475,"male_brain",23.6372564446381,2.40548777293354,9.82638810747809
"52","ENSG00000166033.12","male_brain",37.8580188117222,6.90411855145574,5.48339640021677,"male_brain",44.6386816478629,5.19821405027654,8.58731118344158
"53","ENSG00000166394.14","male_brain",2.38515366750831,0.701945774478136,3.39791726687373,"male_brain",2.83621212196908,0.531074662079552,5.34051485503602
"54","ENSG00000176971.3","male_brain",8.92036649528238,1.09791454332855,8.12482770128765,"male_brain",11.3485141110553,0.821916099524588,13.8073875394575
"55","ENSG00000204381.11","male_brain",2.32854186493591,0.6415071424289,3.62979881427273,"male_brain",2.71339857869219,0.482910226378016,5.6188467969369
"56","ENSG00000134917.9","male_brain",3.23761840321975,0.0792987303821424,40.8281240773666,"male_brain",3.73285835069781,0.0600245004310569,62.1889115926139
"57","ENSG00000166106.3","male_brain",5.07839036060442,1.45915629042758,3.48036080433597,"male_brain",6.38318356288858,1.10622848644432,5.77022165050698
"58","ENSG00000166086.12","male_brain",48.1033718107922,9.35227032944698,5.14349672499647,"male_brain",57.8841439295355,7.01398474539941,8.25267605087146
"59","ENSG00000123096.11","male_brain",5.91971417518367,0.928857557926512,6.37311299743121,"male_brain",7.69295703446539,0.696072146939373,11.0519535486247
"60","ENSG00000110841.13","male_brain",72.3333247701493,20.9923610594837,3.44569744037779,"male_muscle",86.0324228208203,15.1118584418674,5.6930405450641
"61","ENSG00000139174.11","male_brain",19.2820661308711,4.00619131959394,4.81306672413875,"male_placenta",23.2549123960747,3.01794492551131,7.70554565111382
"62","ENSG00000161791.13","male_brain",38.4068166372823,10.5365413442791,3.64510662297506,"male_placenta",42.3746479548441,7.97155729611989,5.31573021189595
"63","ENSG00000120820.12","male_brain",7.83808997181587,2.53677654590637,3.08978336482348,"male_placenta",9.07172134421542,1.89985226550725,4.77496145827598
"64","ENSG00000183722.8","male_brain",30.0455589329,7.00596142811844,4.28857041837428,"male_brain",35.7991214491504,5.26627593048236,6.79780587301498
"65","ENSG00000136114.16","male_brain",9.30923361587024,2.41534959143708,3.85419719318206,"male_brain",11.4175586870898,1.7875381514395,6.38730909205785
"66","ENSG00000100968.13","male_brain",5.33781665233,0.691355654290343,7.7207969866235,"male_brain",6.56191582318055,0.532324650606879,12.3269058002473
"67","ENSG00000104067.16","male_brain",38.1897478815508,7.03589084136807,5.42784826293938,"male_brain",49.2558266462793,5.05328385177737,9.74729069077621
"68","ENSG00000187720.14","male_brain",7.31490875864412,0.853977389138661,8.56569371938768,"male_brain",9.40767225034923,0.652759716213787,14.4121520012244
"69","ENSG00000067225.17","male_brain",378.985745200431,62.478168063798,6.06589080546407,"male_placenta",397.433752985631,45.7841270837097,8.68060129789043
"70","ENSG00000184254.16","male_brain",2.63534816837613,0.332235714416217,7.93216398485874,"male_brain",3.50683942257566,0.256021549302577,13.697438485661
"71","ENSG00000186260.16","male_brain",61.5979851330414,18.7668096557833,3.28228325766916,"male_lung",63.2848021530716,14.2129996471505,4.45259999466469
"72","ENSG00000185164.14","male_brain",17.3643694492011,5.01712534527498,3.46101965850913,"male_muscle",17.7203850559693,4.09022523320273,4.33237390257208
"73","ENSG00000050820.16","male_brain",14.8537183303457,4.61992557394552,3.2151423421439,"male_muscle",13.2353662213699,3.48430756434065,3.79856427050936
"74","ENSG00000196712.17","male_brain",194.596495154843,44.8869850808299,4.3352543015403,"male_placenta",206.198661302073,34.2276179084546,6.02433572367125
"75","ENSG00000178502.5","male_brain",13.9699843754261,2.90745206759227,4.80488897173633,"male_muscle",15.6717715534016,2.29378477596822,6.83227638337884
"76","ENSG00000005884.17","male_brain",31.092748013485,3.00069620617613,10.3618446777414,"male_muscle",31.4407666090742,2.29305505719023,13.7113003503718
"77","ENSG00000182534.13","male_brain",51.0475864390996,10.6422150507986,4.79670690692056,"male_placenta",53.3686131894897,8.07511485085888,6.60902218422483
"78","ENSG00000178404.9","male_brain",1.62295351081995,0.0863529798023446,18.7944123588412,"male_lung",1.51560144430315,0.0652022600789654,23.2446151784866
"79","ENSG00000158270.11","male_brain",24.7638402631006,5.09024699537834,4.86495847560733,"male_lung",29.2828096079192,3.83603208543779,7.63361957244351
"80","ENSG00000080573.6","male_brain",6.85338903906836,0.557601209934586,12.2908431993402,"male_lung",6.99351187180107,0.412077815108468,16.9713379740189
"81","ENSG00000074181.8","male_brain",32.7676778078342,10.0214351234482,3.26975901197666,"male_brain",39.1075954201771,7.65720069574821,5.10729664456781
"82","ENSG00000197714.8","male_brain",44.3107888946777,12.2956176229157,3.60378715845021,"male_placenta",48.4349650892342,9.28271169894572,5.21776035495481
"83","ENSG00000124104.18","male_brain",14.7582044179972,4.69730276185427,3.14184653751622,"male_lung",14.3469607981376,3.55323708970561,4.03771559170747
"84","ENSG00000101825.7","male_brain",7.61717569345607,2.35879680031298,3.22926319572986,"male_brain",9.81373810015887,1.74631587891242,5.61968096302871
"85","ENSG00000158747.14","male_heart",14.1130040313541,3.92403415936662,3.59655483570818,"male_heart",16.3116690394837,2.96311372120734,5.50490820610064
"86","ENSG00000133216.16","male_heart",9.51297156708034,0.566204054892806,16.8013130334811,"male_heart",11.0716101372002,0.433671801478934,25.5299286221588
"87","ENSG00000143079.14","male_heart",30.3492609996461,8.82730351490064,3.43811232370293,"male_heart",35.0947893102938,6.55022316399618,5.35780055604748
"88","ENSG00000118200.14","male_heart",65.817179642324,17.087034572222,3.8518784148375,"male_muscle",73.3454149039122,12.9211847203609,5.6763691945628
"89","ENSG00000092969.11","male_heart",7.27658566461216,0.967818475550117,7.51854386792532,"male_heart",8.44731628562774,0.720016998566617,11.732106745319
"90","ENSG00000117020.16","male_heart",8.1619895113184,0.903332026614669,9.03542581337042,"male_heart",9.42351902813575,0.674730597681243,13.9663431012619
"91","ENSG00000119771.14","male_heart",7.645237468888,1.02880826700251,7.43115866590266,"male_heart",8.91555557131421,0.790788230042571,11.2742643764871
"92","ENSG00000138061.11","male_heart",5.70870421270379,0.515172221966484,11.0811568816985,"male_heart",6.62702484374414,0.391104577370299,16.9443806776765
"93","ENSG00000144369.12","male_heart",8.40332868241886,1.63836488268631,5.12909472805626,"male_heart",9.74591107826672,1.25373217720887,7.77351914183428
"94","ENSG00000144366.15","male_heart",28.2802594252369,6.72582120248406,4.20472958971792,"male_heart",32.8267152001089,4.87213232082707,6.73764853630584
"95","ENSG00000204217.13","male_heart",149.071841173747,44.0849011419624,3.38147159939647,"male_muscle",159.043218073754,33.433569285534,4.75699189384989
"96","ENSG00000180611.6","male_heart",21.4169016608699,3.46732482871998,6.17677971313011,"male_heart",24.6870163979416,2.6280352789886,9.39371575234044
"97","ENSG00000196526.10","male_heart",63.4651714739009,13.5510052784306,4.68342902758068,"male_heart",73.2815684236503,10.2227283467173,7.1684941571574
"98","ENSG00000145147.19","male_heart",23.4215567537358,2.52700025285841,9.26852172936768,"male_heart",27.2942441817343,1.91973869361991,14.2176871635939
"99","ENSG00000163071.10","male_heart",1.58204781170951,0.526409891685846,3.00535350246354,"male_heart",1.82087530972755,0.403267935988991,4.51529900402808
"100","ENSG00000145284.11","male_heart",6.88690784759386,1.48248801931315,4.64550657939524,"male_heart",7.97081052161154,1.11650489041,7.13907354107918
"101","ENSG00000164099.3","male_heart",3.72092558367223,0.264630438624401,14.0608374569997,"male_heart",4.30014399747222,0.202263071153062,21.2601537836736
"102","ENSG00000151458.11","male_heart",97.1428998752008,19.5711924367001,4.96356571984022,"male_heart",111.828857683804,15.0671713497071,7.42202070237808
"103","ENSG00000154447.14","male_heart",14.2788739094884,4.59617986724686,3.10668301108971,"male_heart",16.3725480862431,3.41913374086194,4.7885076534373
"104","ENSG00000218336.8","male_heart",38.1308937892799,1.25572994209359,30.3655208903492,"male_heart",44.1618211150924,0.953068838706916,46.336444254131
"105","ENSG00000113319.12","male_heart",1.52094326635752,0.302567880012854,5.02678363047957,"male_heart",1.7786172660037,0.22253164944026,7.99264855348668
"106","ENSG00000038427.15","male_heart",468.406567201513,13.2424379922187,35.371626242596,"male_heart",540.761270459837,9.77462759555869,55.3229537568821
"107","ENSG00000240184.6","male_heart",21.7969969188243,3.96877724797522,5.49211899709026,"male_heart",25.1452053000763,2.94684692497692,8.53291872304268
"108","ENSG00000174705.12","male_heart",32.2329207388374,6.52951955000783,4.93649195656344,"male_heart",37.0952822804889,4.92663735866665,7.52953375292238
"109","ENSG00000131459.12","male_heart",9.96126489069571,0.671190657589469,14.8411852549778,"male_heart",11.4653375705845,0.511755599772167,22.4039318293515
"110","ENSG00000164418.20","male_heart",1.53763593638063,0.0757402416777278,20.3014395296389,"male_heart",1.79213595700791,0.0582502952859363,30.7661265614321
"111","ENSG00000010818.9","male_heart",46.7069683492845,8.70793202838378,5.36372679495449,"male_heart",53.430824699783,6.51822471081832,8.19714371170783
"112","ENSG00000130338.12","male_heart",47.1707816381476,13.4747007336802,3.50069233970025,"male_heart",54.7112765991325,10.1241784709135,5.40402134912147
"113","ENSG00000164916.10","male_heart",60.2286723860216,19.0407913427363,3.16313914174569,"male_lung",54.1409337593842,14.7771084883545,3.66383814547017
"114","ENSG00000136193.16","male_heart",43.9064056360231,8.9232479593642,4.92045114469188,"male_heart",50.8296613808702,6.88145855664594,7.38646625020799
"115","ENSG00000122641.10","male_heart",14.8207454620024,0.540994599321825,27.3953667570457,"male_heart",17.31505730299,0.387092390101457,44.7310713043254
"116","ENSG00000106571.13","male_heart",32.6876679622294,1.40450822378916,23.273390221983,"male_heart",37.9872466178857,1.06793925030976,35.5706062932581
"117","ENSG00000127946.16","male_heart",53.1052644290773,13.4729743796361,3.94161399945538,"male_heart",61.4181395599857,10.1131981245709,6.07306796558894
"118","ENSG00000197093.10","male_heart",3.67678484705557,0.873086896914082,4.2112473111796,"male_heart",4.28064550601502,0.657733864001326,6.50817259122664
"119","ENSG00000173114.12","male_heart",15.4407902961616,3.37175371893589,4.57945377488444,"male_lung",14.3909818320035,2.44812854448834,5.87836037629765
"120","ENSG00000170775.2","male_heart",3.15624963838675,0.293107204192054,10.7682431316791,"male_heart",3.67050898447083,0.228493200280122,16.0639746827081
"121","ENSG00000275342.4","male_heart",1.86967328084802,0.397083727944918,4.70851145304895,"male_muscle",1.72877343916912,0.301847219806502,5.72731277855514
"122","ENSG00000147408.14","male_heart",13.7491854313412,3.39042386351138,4.0552998636287,"male_heart",15.9081828470248,2.54251380574071,6.25687176648005
"123","ENSG00000165072.9","male_heart",2.8313830792576,0.405408654088262,6.98402229628077,"male_heart",3.28647144941365,0.302583211599282,10.8613806828318
"124","ENSG00000198121.13","male_heart",11.3942082809904,3.51329685995612,3.24316695547689,"male_heart",13.2132810035527,2.6462323434131,4.99324295405983
"125","ENSG00000148344.10","male_heart",2.35520899899948,0.349064422587335,6.74720437431636,"male_heart",2.71904587512094,0.260654217752343,10.4316204762296
"126","ENSG00000156671.13","male_heart",50.8840041219983,14.3001738226238,3.55827871417175,"male_muscle",49.969387195902,10.7773940221059,4.63649998259394
"127","ENSG00000148848.14","male_heart",10.5293411299215,1.40980514189956,7.4686499694095,"male_heart",12.26183986156,1.07099441945938,11.4490231123236
"128","ENSG00000110427.15","male_heart",3.02377297605062,0.0433211674960052,69.7989724383456,"male_heart",3.50229819192463,0.0311809747679347,112.321639011948
"129","ENSG00000154096.13","male_heart",41.3360132332334,5.33857882653697,7.74288711965077,"male_heart",47.7928264737085,3.74800934532102,12.7515227605749
"130","ENSG00000166250.11","male_heart",20.5274391904245,0.275988747918448,74.3778119406888,"male_heart",23.8991187805452,0.208963235510268,114.369969062672
"131","ENSG00000070018.8","male_heart",21.2955742726582,6.88084718225129,3.09490586095107,"male_heart",24.3981688238932,5.34210529724417,4.56714487385329
"132","ENSG00000136141.14","male_heart",40.4362956219303,11.8741586678935,3.40540300604757,"male_heart",46.3925447657172,8.96690194960608,5.1737539929
"133","ENSG00000182218.9","male_heart",5.00024226993924,1.6613219977178,3.00979718369359,"male_lung",4.23858766158577,1.29409883094151,3.27531990620996
"134","ENSG00000066629.17","male_heart",31.7924819259992,5.75463137465654,5.52467740436227,"male_heart",36.5816587736272,4.31467487099562,8.47842766080447
"135","ENSG00000248905.8","male_heart",1.27121586966815,0.286898096503014,4.43089684164145,"male_heart",1.47337229555055,0.210592484585048,6.99631944821624
"136","ENSG00000166963.12","male_heart",15.6350896217416,3.70341449230483,4.22180386619675,"male_heart",18.0225123468403,2.70773041948331,6.65594780675373
"137","ENSG00000166839.16","male_heart",4.79426209378895,0.847478663388405,5.65708884589547,"male_lung",5.02873894330392,0.645543290404656,7.78993294183521
"138","ENSG00000169330.8","male_heart",1.69632565170042,0.448407006892922,3.78300433673976,"male_heart",1.95643499510803,0.345743331064995,5.65863407713928
"139","ENSG00000103489.11","male_heart",1.39445636524676,0.190054256332116,7.33714883401493,"male_heart",1.61151131052261,0.150635234386001,10.6981033825933
"140","ENSG00000140937.13","male_heart",74.0471685504258,4.71637345635799,15.7000223234242,"male_heart",86.3981735414929,3.54001625774762,24.4061516249829
"141","ENSG00000221926.12","male_heart",13.8554283831579,3.15523965910757,4.39124436813043,"male_heart",16.160635863426,2.36287411949278,6.83939771911975
"142","ENSG00000274211.4","male_heart",5.65953917769839,1.03045743698062,5.49225904398498,"male_lung",5.57591213834647,0.81345541611964,6.85460079047084
"143","ENSG00000108854.15","male_heart",57.5785206028401,12.2521339277509,4.69946875722813,"male_muscle",63.322189337956,9.24739074137526,6.84757366795758
"144","ENSG00000168502.17","male_heart",17.7871040410583,1.81990624119705,9.77363758550483,"male_placenta",19.803687786354,1.36943346015901,14.4612267499689
"145","ENSG00000053438.9","male_heart",11.7454497214844,0.664815090180902,17.6672429596752,"male_heart",13.676823332161,0.511794186496172,26.7232877844799
"146","ENSG00000064655.18","male_heart",2.20249191528071,0.231013950092639,9.53402127619344,"male_heart",2.51999980170453,0.176141792011483,14.3066547292777
"147","ENSG00000188158.15","male_heart",2.17031886601041,0.639562748189211,3.39344164768073,"male_heart",2.51883163576051,0.481296118989431,5.23343433778202
"148","ENSG00000125945.14","male_lung",2.39140074735568,0.586186951181756,4.07958713945202,"male_lung",2.04527391543436,0.386143110338752,5.29667333346982
"149","ENSG00000178104.19","male_lung",195.089778235875,14.4359672809067,13.5141466061581,"male_lung",166.147524320136,10.8551640955146,15.3058510086263
"150","ENSG00000143320.8","male_lung",5.74474321152976,1.11974336236638,5.13041059639707,"male_lung",4.79907583695794,0.782053157861798,6.13650848246561
"151","ENSG00000116183.10","male_lung",2.13265083769719,0.465262466743335,4.58375860968317,"male_lung",1.81229946081949,0.353615139582546,5.12506184819736
"152","ENSG00000143847.15","male_lung",3.57320539317676,1.07975581248128,3.30927173706574,"male_lung",3.01953706300661,0.802541594278843,3.76246799484573
"153","ENSG00000133056.13","male_lung",34.3896185818816,10.8089098976984,3.18159915360238,"male_lung",29.2904941058925,8.1878541553681,3.57731019020278
"154","ENSG00000187123.14","male_lung",3.52757182881053,1.07932368139546,3.26831690031087,"male_lung",2.98972882283965,0.784528403692916,3.81086116036903
"155","ENSG00000153246.12","male_lung",7.09826022255749,1.66974717893672,4.25109879633251,"male_lung",6.02188783783952,1.26176064818533,4.77260710777454
"156","ENSG00000182580.2","male_lung",7.20924614647222,2.09951601553611,3.4337657313042,"male_lung",6.14231519457433,1.60756418262328,3.82088333453106
"157","ENSG00000128045.6","male_lung",4.9487731980216,0.899460997484838,5.50193194797757,"male_lung",4.17822315050108,0.677769488195871,6.16466693067422
"158","ENSG00000145362.17","male_lung",7.40091723283362,2.40007245086207,3.08362242572107,"male_lung",6.32294468690369,1.77031288082067,3.57165377680161
"159","ENSG00000154553.14","male_lung",17.1789524502247,1.67866711780449,10.2336861597032,"male_lung",14.4919711678908,1.24341080575668,11.6550146587086
"160","ENSG00000153404.14","male_lung",1.72552320686357,0.494896324036497,3.48663573168169,"male_lung",1.45494771606922,0.374504081788791,3.88499828658681
"161","ENSG00000113448.18","male_lung",53.4619194231739,11.1434387092457,4.79761416723337,"male_lung",45.8696397759508,8.36882124989704,5.48101559422304
"162","ENSG00000184349.12","male_lung",8.17286356121086,2.29540442768368,3.56053315164953,"male_lung",6.97018572895416,1.71132629664018,4.07297295824801
"163","ENSG00000070808.15","male_lung",2.05386555190219,0.452601811906512,4.5379083730368,"male_lung",1.74769089169929,0.347551105070806,5.02858677817536
"164","ENSG00000112837.16","male_lung",2.20625180353152,0.281293857815125,7.84322779270046,"male_lung",1.87996476843662,0.217099389554924,8.65946593535219
"165","ENSG00000146350.13","male_lung",11.0415663615777,3.54856854718431,3.11155504388914,"male_lung",9.47082328641072,2.61081493985539,3.62753527331022
"166","ENSG00000112541.14","male_lung",26.1771677697583,1.7666355844492,14.8175254705513,"male_lung",22.3505006735599,1.34471163148561,16.62103617626
"167","ENSG00000061337.15","male_lung",4.76221137460348,1.02345140035966,4.6530899004388,"male_lung",4.01735876151576,0.764406673177272,5.25552549772692
"168","ENSG00000099139.13","male_lung",9.05798128862646,2.42167911175889,3.74037222547109,"male_lung",7.73672867830576,1.83418218151251,4.21808081895435
"169","ENSG00000204291.10","male_lung",12.0007292098383,1.03543073851945,11.5900839750981,"male_lung",10.1094797332657,0.767127453318,13.1783573766522
"170","ENSG00000136828.18","male_lung",10.9679086248629,2.17786354086462,5.036086246482,"male_lung",9.2814150112197,1.67300494790772,5.54775108276108
"171","ENSG00000138162.18","male_lung",25.9155056943314,6.0632939193642,4.27416286246089,"male_lung",21.9045988767065,4.53807232650099,4.82685098445659
"172","ENSG00000175356.13","male_lung",1.77541243023089,0.316790219802142,5.6043789209773,"male_lung",1.51336732937461,0.230999321299579,6.55139296886483
"173","ENSG00000110328.5","male_lung",11.2072679556084,3.47064387358959,3.22916103288265,"male_lung",9.47448253007203,2.62502070531455,3.60929820892088
"174","ENSG00000109944.10","male_lung",1.48253917176878,0.196533849425994,7.54342916550382,"male_lung",1.25543856258944,0.144939358103373,8.66181952933752
"175","ENSG00000023171.17","male_lung",11.8667621244559,2.16184564430509,5.4891810410777,"male_lung",10.1232987052807,1.58391985383628,6.39129478727216
"176","ENSG00000165495.15","male_lung",7.13264967119209,0.912636348445557,7.81543457406747,"male_lung",6.0250409242513,0.680025856324526,8.8600174070087
"177","ENSG00000134909.18","male_lung",59.3968041418059,9.75438478775706,6.0892414472265,"male_lung",50.6640564706794,7.38940327021624,6.85631229180388
"178","ENSG00000048540.14","male_lung",1.68833172096723,0.0268900589656775,62.786464065483,"male_lung",1.44097359781198,0.0201065746398838,71.6667867909055
"179","ENSG00000123095.5","male_lung",1.90162197619954,0.103988183205086,18.2869045076896,"male_lung",1.60642931034505,0.0778842693478444,20.6258506858486
"180","ENSG00000185633.10","male_lung",2.26031732810216,0.696864288990224,3.24355453969011,"male_lung",1.89600670056961,0.522051055420497,3.63184152370391
"181","ENSG00000175183.9","male_lung",37.0673321850056,6.09130499908811,6.08528586083848,"male_muscle",28.4531809388558,4.46962762697096,6.36589517371906
"182","ENSG00000179104.8","male_lung",8.68276075444787,1.32947279303827,6.53098040058796,"male_lung",7.40613624761296,0.981980721175832,7.54203833935231
"183","ENSG00000132932.16","male_lung",1.55017336661481,0.487438033709917,3.18024704559133,"male_lung",1.32887105824735,0.367564703425981,3.61533913855511
"184","ENSG00000100842.12","male_lung",13.018319633751,2.32280734667797,5.60456279440029,"male_lung",10.9747997008778,1.73603561775493,6.32175952419144
"185","ENSG00000139971.15","male_lung",13.8284701982431,4.53818641486794,3.04713577938061,"male_lung",11.7159264126051,3.32915394647073,3.51919034114516
"186","ENSG00000137872.16","male_lung",30.7368709421172,6.42677672449696,4.78262623080671,"male_lung",26.1901543825622,4.74833485314608,5.51565026320954
"187","ENSG00000066933.15","male_lung",110.938160968423,25.5214363103665,4.34686197200278,"male_lung",95.2677353219358,19.3920601795184,4.9127186302029
"188","ENSG00000126603.8","male_lung",2.87500195296379,0.676540400741564,4.24956432729289,"male_lung",2.43591646436929,0.512608201413264,4.75200446979477
"189","ENSG00000007237.18","male_lung",27.4475391159845,4.80708264290665,5.70981219898231,"male_lung",23.2315052994574,3.61893156538146,6.41943758254203
