"","ensembl","tissue_r5_TMM","nCPM_5_TMM","nCPM_lung_TMM","nCPM_ratio_TMM","tissue_r5_DESq","nCPM_5_DESq","nCPM_lung_DESq","nCPM_ratio_DESq"
"127","ENSG00000057294.14","male_brain",5.99020157922357,0.0170414048868081,351.508670735277,"male_brain",7.39007941926752,0.0143708100107063,514.242371429438
"128","ENSG00000139219.18","male_brain",3.08878308621474,0.030220826167659,102.20710278001,"male_brain",3.96740642625813,0.026560634927148,149.371671164494
"129","ENSG00000110934.10","male_brain",1.65023878572162,0.0585794540027517,28.1709485657566,"male_brain",2.04003361573239,0.0503338240782624,40.5300740225978
"130","ENSG00000065361.15","male_brain",5.05119265426504,1.51278146274448,3.33901014697866,"male_brain",6.34435351333613,1.28131039377131,4.95145715212896
"131","ENSG00000090382.6","male_brain",1.2568154610426,0.00340828097736162,368.75347701395,"male_brain",1.38637059249137,0.00287416200214125,482.356454319041
"132","ENSG00000127329.15","male_brain",16.4629386659633,0.0887587510837366,185.479611474387,"male_brain",21.1537079887993,0.0751714617663546,281.406101354641
"133","ENSG00000139292.12","male_brain",1.68842744367475,0.0452688917931385,37.2977419325884,"male_brain",2.17244609659677,0.0376095165616327,57.763201849103
"134","ENSG00000174600.13","male_brain",2.14993210027165,0.0616939023468957,34.8483726670895,"male_brain",2.7111638809548,0.0519749841626324,52.1628611270266
"135","ENSG00000089127.12","male_brain",1.14386110469089,0.107710437058525,10.6197796233003,"male_brain",1.44602117489428,0.0894182056751706,16.1714403009521
"136","ENSG00000088992.17","male_brain",1.44605674391354,0.0516511048080646,27.9966275510869,"male_brain",1.6612122360358,0.0436001670217042,38.1010521177326
"137","ENSG00000111452.12","male_brain",5.32163326453107,0.0469475800495736,113.352663947998,"male_brain",6.4521116735732,0.0391900044300495,164.636666094019
"138","ENSG00000102755.11","male_brain",35.6457459590935,6.16453610710639,5.7823890297279,"male_liver",30.1747402875018,5.24106707073553,5.75736579598228
"139","ENSG00000150907.7","male_brain",10.9183428153306,0.895048980878401,12.1985981198653,"male_brain",13.7512034074958,0.756419862769677,18.1793261709772
"140","ENSG00000169508.6","male_brain",1.11189740379992,0.0174965721982811,63.5494422106952,"male_brain",1.18759983831541,0.0146369221449507,81.1372655094088
"141","ENSG00000129538.13","male_brain",9.24413503078362,0,Inf,"male_brain",11.0053818610392,0,Inf
"142","ENSG00000129467.13","male_brain",2.04569570868509,0.0224939295899897,90.9443456956258,"male_liver",1.73228325968629,0.0202800866543767,85.417941708471
"143","ENSG00000176435.6","male_brain",3.96601264105444,0.344664863427841,11.50686670411,"male_brain",4.79057040391536,0.285679810692804,16.769019806817
"144","ENSG00000027075.14","male_brain",5.62801803686916,0.553890243934982,10.1608903541724,"male_liver",5.05374385887437,0.467338239247309,10.8138890303817
"145","ENSG00000119630.13","male_brain",2.78906627359966,0.907850261983163,3.07216552155534,"male_liver",2.48470285180401,0.761559162130136,3.26265243117044
"146","ENSG00000166428.13","male_brain",1.95331190478656,0.219900409421514,8.88271154167054,"male_brain",2.15163113339529,0.195434704795285,11.0094629080802
"147","ENSG00000128833.12","male_brain",5.58481111061443,0.4223620120954,13.2228063857054,"male_liver",5.15713635215812,0.357858487695095,14.4111053097395
"148","ENSG00000128849.10","male_brain",24.4257016377869,2.05975535491092,11.8585450352395,"male_brain",30.9943982118465,1.75527641997141,17.657844576042
"149","ENSG00000136383.6","male_brain",7.6600758764297,0.682867357678872,11.2175165356666,"male_brain",9.68709026558072,0.582981363102895,16.6164664579011
"150","ENSG00000140479.16","male_brain",8.60911718416039,0.0430138736074492,200.147451557803,"male_brain",10.8359371280728,0.036787394480444,294.55571075666
"151","ENSG00000188536.13","male_brain",39.0993626313688,0,Inf,"male_brain",39.4389538252777,0,Inf
"152","ENSG00000206172.8","male_brain",8.77327983808489,0,Inf,"male_brain",10.0159891093605,0,Inf
"153","ENSG00000103184.11","male_brain",1.34019795799712,0.181534266782946,7.38261696674351,"male_liver",1.23898175912324,0.156191527960426,7.93245174883723
"154","ENSG00000169896.17","male_brain",1.49275265629548,0.0151806712371193,98.3324540120102,"male_brain",1.82120553532422,0.0125426532767938,145.200979022021
"155","ENSG00000169877.9","male_brain",1.28904702773308,0,Inf,"male_brain",1.42395719735301,0,Inf
"156","ENSG00000087237.11","male_brain",1.28196153041715,0.0958484349566791,13.3748822398254,"male_brain",1.47864264365613,0.0809382290393859,18.2687793049759
"157","ENSG00000179776.18","male_brain",17.0983176685686,0.0374925554338553,456.045672819864,"male_brain",20.6046892354307,0.0325750710656749,632.529371736117
"158","ENSG00000179044.15","male_brain",1.36058110784507,0.00727172926619627,187.10557805967,"male_brain",1.52003222655459,0.00601443613852692,252.730628698118
"159","ENSG00000186153.16","male_brain",7.83219285330825,1.97377129640281,3.96813595758657,"male_brain",9.1201929750249,1.67591225200624,5.44192750193639
"160","ENSG00000197943.9","male_brain",2.83159831245763,0.422232228192838,6.7062581285586,"male_brain",3.56940827162916,0.358989414196018,9.94293461166007
"161","ENSG00000161940.10","male_brain",4.95600005690579,0.0344276545280028,143.954042901025,"male_liver",5.51899661480787,0.0289816881455024,190.430474135936
"162","ENSG00000167874.6","male_brain",2.4203229631061,0.356290076055601,6.79312483216175,"male_liver",2.01415882855013,0.302164259516986,6.66577454186604
"163","ENSG00000198844.11","male_brain",2.87504757826993,0,Inf,"male_brain",3.41427798567711,0,Inf
"164","ENSG00000154016.13","male_brain",2.24574648844255,0.110867771515543,20.2560803535923,"male_muscle",2.01075140105826,0.0944477720997066,21.2895588361317
"165","ENSG00000131477.10","male_brain",10.1849824139605,0.752812225042,13.5292468362775,"male_liver",9.57424449320782,0.639099934384653,14.9808253421685
"166","ENSG00000131471.6","male_brain",1.49656705927619,0.260381361256614,5.74759672525591,"male_brain",1.77442882022767,0.223522655186041,7.93847415042018
"167","ENSG00000004939.14","male_brain",3.97075607875502,0.0224939295899897,176.525673865455,"male_brain",4.53664401823246,0.0202800866543767,223.699439531408
"168","ENSG00000159314.11","male_brain",1.48938563757254,0.166299266439094,8.95605656876435,"male_brain",1.83196433943176,0.137742218779685,13.2999479437887
"169","ENSG00000198336.9","male_brain",1.28565049536721,0.0612387350354227,20.9940733528141,"male_brain",1.34950495415031,0.051708872028388,26.0981317366474
"170","ENSG00000064300.8","male_brain",10.2155132937862,0.0077268965776693,1322.07195878731,"male_placenta",11.3772446794031,0.00628054827277135,1811.50501282315
"171","ENSG00000108622.10","male_brain",3.49492313658146,0.115761360018905,30.1907573996254,"male_brain",4.14152453143687,0.0954303834819984,43.3983850878909
"172","ENSG00000261371.5","male_brain",27.1956986775457,0.0976274674592196,278.566057128397,"male_liver",24.7296710813624,0.0809858003962967,305.358111673281
"173","ENSG00000108950.11","male_brain",4.85566126534736,0.00340828097736162,1424.66577655994,"male_brain",6.05606675122319,0.00287416200214125,2107.07216458621
"174","ENSG00000154262.12","male_brain",3.33227998987526,0.909295585407754,3.66468290768284,"male_brain",4.44693542684111,0.77733759182559,5.7207260701202
"175","ENSG00000170412.16","male_brain",3.49232641138531,0.0464924127381006,75.1160502479869,"male_brain",4.04979726902081,0.0389238922958051,104.043995349799
"176","ENSG00000073350.13","male_brain",1.20978007546996,0.387688112413107,3.12049824777929,"male_brain",1.35100684427743,0.3204573941995,4.21587040502602
"177","ENSG00000141524.15","male_brain",2.93985916925177,0.588330806139721,4.9969492308951,"male_brain",3.42951272420556,0.499797465998714,6.86180494603465
"178","ENSG00000167895.14","male_brain",1.33418769997062,0.00340828097736162,391.454727128579,"male_brain",1.58982632316035,0.00287416200214125,553.144298051373
"179","ENSG00000171298.12","male_brain",31.5284834559488,8.8067253652329,3.58004617475828,"male_liver",32.9313516968106,7.34091269357661,4.48600236393302
"180","ENSG00000134755.15","male_brain",7.01724091310903,0.0113172229482846,620.049719368007,"male_muscle",8.07832228039929,0.00940237914040817,859.178529153484
"181","ENSG00000186994.11","male_brain",4.42155594862177,0.0537641420042969,82.2398681312239,"male_brain",4.90423599963147,0.044938328434332,109.132586157449
"182","ENSG00000142347.17","male_brain",2.30628082835903,0.32784703302096,7.034624675745,"male_brain",2.71862788567804,0.27327966678665,9.94815281226348
"183","ENSG00000104903.4","male_brain",1.24979925590588,0.198816747535794,6.28618701088485,"male_brain",1.37110249360779,0.166141852968088,8.25260143132716
"184","ENSG00000127528.5","male_brain",6.66449163218998,1.99480787229379,3.34091905529058,"male_brain",7.51804931499439,1.68566120462785,4.46000020309786
"185","ENSG00000130307.11","male_brain",1.5458887585596,0.00386344828883465,400.131862260772,"male_brain",1.84626882253752,0.00314027413638567,587.932372255405
"186","ENSG00000130300.8","male_brain",1.26498163535178,0.00340828097736162,371.149457381596,"male_brain",1.50130427338769,0.00287416200214125,522.345042579096
"187","ENSG00000011600.11","male_brain",1.9916570482165,0.0106800102435579,186.484563478565,"male_brain",2.13968907510938,0.00888859814066818,240.722894797057
"188","ENSG00000130755.12","male_brain",2.24500667746562,0.0702113279559298,31.9749923954545,"male_brain",2.55560385594203,0.0614776437264754,41.5696455009296
"189","ENSG00000275395.5","male_brain",2.05729178553147,0.0556263403368631,36.9841296959836,"male_brain",2.41447373469192,0.0477257742103656,50.5905619058039
"190","ENSG00000130203.9","male_brain",36.157048105802,2.57805939963778,14.0249088562048,"male_brain",42.1954570680435,2.13155976280587,19.7955777756377
"191","ENSG00000105538.9","male_brain",5.80723369204471,0.579223755304888,10.0258900621021,"male_brain",6.31705615309202,0.48259462200281,13.089777351591
"192","ENSG00000104894.11","male_brain",1.39491131334595,0.0267710161036232,52.105280873413,"male_brain",1.60747329174084,0.0219634756859509,73.1884750267041
"193","ENSG00000178726.6","male_brain",2.30959993422471,0.110663550724414,20.8704665547586,"male_brain",2.61185941841445,0.0920262555430674,28.3816765443871
"194","ENSG00000125810.9","male_brain",22.8327521316234,0.0204496858641697,1116.53314790664,"male_liver",20.1698515423597,0.0172449720128475,1169.60767041739
"195","ENSG00000101331.15","male_brain",2.84956440111071,0,Inf,"male_liver",2.70855856657671,0,Inf
